"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","WlWellPurposeNotes","LithDataProvider","ConstDataProvider","Link"
"CODWR","49501","Colorado Division of Water Resources","NHP-AR-094","39.621774","-103.367431","NAD83","Spotted from section lines","20 m","5119","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","130","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Stock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/49501"
"CODWR","739","Colorado Division of Water Resources","NHP-AR-086","39.645781","-102.963696","NAD83","GPS","10 m","4551","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","50","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","","Ogallala","WELL","UNCONFINED","0","No","","","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Permitted for irrigation","","","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/739"
"CODWR","5703","Colorado Division of Water Resources","NHP-WC-023","39.703075","-103.200897","NAD83","Spotted from quarters","20 m","4848","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","100","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Stock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/5703"
"CODWR","1097","Colorado Division of Water Resources","NHP-WC-015","39.764572","-102.853775","NAD83","Spotted from section lines","20 m","4425","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","279","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/1097"
"CODWR","656","Colorado Division of Water Resources","NHP-WC-019","39.817761","-103.215773","NAD83","User supplied","15 m","4812.94","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","130","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Domestic, Stock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/656"
"CODWR","394","Colorado Division of Water Resources","NHP-WY-088","39.855265","-102.862713","NAD83","User supplied","15 m","4406.62","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","241","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/394"
"CODWR","642","Colorado Division of Water Resources","NHP-WC-008","39.859153","-102.955771","NAD83","User supplied","15 m","4476.81","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","320","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/642"
"CODWR","650","Colorado Division of Water Resources","NHP-WC-013","39.86304","-103.31133","NAD83","User supplied","15 m","4940.56","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","225","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Stock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/650"
"CODWR","648","Colorado Division of Water Resources","NHP-WC-012","39.901717","-103.145468","NAD83","Digitized","10 m","4661.08","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","342","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/648"
"CODWR","405","Colorado Division of Water Resources","NHP-WY-079","39.99943","-102.94077","NAD83","User supplied","15 m","4401.23","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","307","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/405"
"CODWR","408","Colorado Division of Water Resources","NHP-WY-034","40.143317","-102.947715","NAD83","User supplied","15 m","4344.68","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","297","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/408"
"CODWR","631","Colorado Division of Water Resources","NHP-WC-002","40.153038","-103.144106","NAD83","User supplied","15 m","4540.53","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","100","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/631"
"CODWR","634","Colorado Division of Water Resources","NHP-WC-004","40.180815","-103.225773","NAD83","User supplied","15 m","4705","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","154","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Stock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/634"
"CODWR","632","Colorado Division of Water Resources","NHP-WC-003","40.266092","-103.090494","NAD83","User supplied","15 m","4492.04","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","138","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Domestic, Stock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/632"
"CODWR","637","Colorado Division of Water Resources","NHP-WC-005","40.379151","-103.079102","NAD83","User supplied","15 m","4370","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","63","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TWR","White River","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Domestic","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/637"
"CODWR","22","Colorado Division of Water Resources","WS-05","39.987243","-108.545897","NAD83","GPS","10 m","7042.2","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1516","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Locked metal pipe, no wires, no pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/22"
"CODWR","35","Colorado Division of Water Resources","WS-09","39.896409","-108.450159","NAD83","GPS","10 m","6569.5","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","530","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Metal pipe, no wires, no pump, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/35"
"CODWR","23","Colorado Division of Water Resources","WS-07","39.969779","-108.469477","NAD83","GPS","10 m","6601.7","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","2200","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Locked metal pipe, no wires, no pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/23"
"CODWR","32","Colorado Division of Water Resources","WS-11","39.880714","-108.408324","NAD83","GPS","10 m","6503.5","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1543","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","1","Background","1","Surveillance","2","Other","Old gas parts, no indication of use","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/32"
"CODWR","20","Colorado Division of Water Resources","WS-08A","39.953257","-108.410147","NAD83","GPS","10 m","6378","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1080","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","No wires, no pump, no permit to pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/20"
"CODWR","21","Colorado Division of Water Resources","WS-08B","39.953003","-108.409608","NAD83","GPS","10 m","6373","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1485","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","No wires, no pump, no permit to pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/21"
"CODWR","41","Colorado Division of Water Resources","WS-23A","39.796249","-108.364398","NAD83","GPS","10 m","6578.4","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","744","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Open metal pipe, no wires, no pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/41"
"CODWR","42","Colorado Division of Water Resources","WS-23B","39.79634","-108.364345","NAD83","GPS","10 m","6578.5","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1294","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Metal pipe with wires","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/42"
"CODWR","31","Colorado Division of Water Resources","WS-10B","39.911106","-108.376275","NAD83","GPS","10 m","6719.7","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1715","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Metal pipe, no wires, no pump, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/31"
"CODWR","30","Colorado Division of Water Resources","WS-10A","39.910758","-108.375825","NAD83","GPS","10 m","6724.6","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1185","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Metal pipe, no wires, no pump, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/30"
"USGS","395136108210000","U.S. Geological Survey","SC00209824CBB TH 75-13A (C2-98-24 CBB2)","39.86","-108.351111111111","NAD83","GNSS4 - Level 1 Quality Survey Grade Global Navigation Satellite System","Level 4 survey-grade GPS","6400","1","Feet","NAVD88","Unknown","+/- 0.2 ft","640","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","124GRRV","Green River Formation","WELL","CONFINED","1","Yes","1","Yes","","1","Yes","1","Yes","1","Background","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=395136108210000&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","395136108210004","U.S. Geological Survey","SC00209824CBB4 TH75-13U","39.8601333333333","-108.350955555556","NAD83","GNSS4 - Level 1 Quality Survey Grade Global Navigation Satellite System","Level 4 survey-grade GPS","6399","1","Feet","NAVD88","Unknown","+/- 0.1 ft","249.5","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","120TRTR","Tertiary System","WELL","UNCONFINED","0","No","","","CRN","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=395136108210004&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","395136108210001","U.S. Geological Survey","SC00209824CBB TH 75-13B","39.86","-108.350277777778","NAD83","GNSS4 - Level 1 Quality Survey Grade Global Navigation Satellite System","Level 4 survey-grade GPS","6397.7","1","Feet","NAVD88","Unknown","+/- 0.2 ft","870","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","124GRRV","Green River Formation","WELL","CONFINED","1","Yes","1","Yes","","1","Yes","0","No","1","Background","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=395136108210001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"CODWR","9","Colorado Division of Water Resources","WS-01","40.124424","-108.418143","NAD83","GPS","10 m","5977.9","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1025","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Locked pipe, no wires or pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/9"
"CODWR","29","Colorado Division of Water Resources","WS-12","39.90595","-108.342865","NAD83","GPS","10 m","6422.9","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","2642","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","Box for generator; pump and pressure gauge onsite","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/29"
"USGS","395755108211400","U.S. Geological Survey","SC00109814ADC1 TH 75-6A","39.9644444444444","-108.354166666667","NAD83","GNSS4 - Level 1 Quality Survey Grade Global Navigation Satellite System","Level 4 survey-grade GPS","6438","1","Feet","NAVD88","Unknown","+/- 0.2 ft","1260","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","124GRRV","Green River Formation","WELL","UNCONFINED","1","Yes","1","Yes","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=395755108211400&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","395755108211401","U.S. Geological Survey","SC00109814ADC2 TH 75-6B (C1-98-14 ADC2)","39.9647222222222","-108.353611111111","NAD83","GNSS4 - Level 1 Quality Survey Grade Global Navigation Satellite System","Level 4 survey-grade GPS","6438","1","Feet","NAVD88","Unknown","+/- 0.2 ft","1755","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","124GRRV","Green River Formation","WELL","CONFINED","1","Yes","1","Yes","","1","Yes","0","No","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=395755108211401&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"CODWR","150502","Colorado Division of Water Resources","WS-19A","39.838325","-108.294162","NAD83","GPS","10 m","6524.3","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1305","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","No Equipment onsite.","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/150502"
"CODWR","38","Colorado Division of Water Resources","WS-20","39.82383","-108.277607","NAD83","GPS","10 m","6416.6","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","2074","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","No wires, no lock, flush mount","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/38"
"CODWR","27","Colorado Division of Water Resources","WS-22","39.863448","-108.288346","NAD83","GPS","10 m","6511.6","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1504","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Metal pipe, no wires, no pump, no lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/27"
"CODWR","8","Colorado Division of Water Resources","WS-04","40.054137","-108.335059","NAD83","GPS","10 m","6014.3","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1050","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","PVC and metal pipe; solar panel on site","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/8"
"CODWR","16","Colorado Division of Water Resources","WS-14A","39.920914","-108.21841","NAD83","GPS","10 m","7128.6","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","895","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Locked metal pipe, no wires, no pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/16"
"CODWR","17","Colorado Division of Water Resources","WS-14B","39.920926","-108.217966","NAD83","GPS","10 m","7129.4","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","2800","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","LPBA","Lower Piceance Basin Aquifer","WELL","CONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Metal pipe, no wires, no pump, no info on lock","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/17"
"CODWR","5","Colorado Division of Water Resources","WS-02","40.05061","-108.247774","NAD83","GPS","10 m","5969.6","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1228","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","1","Dedicated Monitoring/Observation","Locked pipe, no wires or pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/5"
"CODWR","25","Colorado Division of Water Resources","WS-15B","39.885816","-108.084805","NAD83","GPS","10 m","7310.9","1","Feet","NAVD88","USGS NED 10-meter DEM","1m","1575","1","Feet","N300COPLTS","Colorado Plateaus aquifers","US","United States of America","08","Colorado","103","Rio Blanco County","UPBA","Upper Piceance Basin Aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","Locked metal pipe, no wires, no pump","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/25"
"CODWR","605","Colorado Division of Water Resources","NHP-CY-035","39.9861","-102.44409","NAD83","User supplied","15 m","3900.98","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","320","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/605"
"CODWR","596","Colorado Division of Water Resources","NHP-CY-027","40.001379","-102.184359","NAD83","User supplied","15 m","3817.79","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","278","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","125","Yuma County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/596"
"CODWR","391","Colorado Division of Water Resources","NHP-WY-010","40.013042","-102.806045","NAD83","User supplied","15 m","4273.73","1","Feet","NAVD88","USGS NED 10-meter DEM","1 m","285","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/WaterLevels/391"
"CODWR","346","Colorado Division of Water Resources","NHP-WY-003","40.06472","-102.648269","NAD83","User supplied","15 m","4072","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","360","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/Well/346"
"CODWR","345","Colorado Division of Water Resources","NHP-WY-001","40.079712","-102.636882","NAD83","User supplied","15 m","4057","1","Feet","NAVD88","GPS","1 m","314","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/Well/345"
"CODWR","347","Colorado Division of Water Resources","NHP-WY-002","40.086103","-102.655215","NAD83","User supplied","15 m","4080","1","Feet","NAVD88","USGS NED 1-meter DEM","1 m","340","1","Feet","N100HGHPLN","High Plains aquifer","US","United States of America","08","Colorado","121","Washington County","TO","Ogallala aquifer","WELL","UNCONFINED","0","No","0","No","CO DWR HydroBase","1","Yes","1","Yes","3","Known Changes","1","Surveillance","2","Other","Irrigation","CODWR","CODWR","https://dwr.state.co.us/Tools/GroundWater/Well/347"
